Line09_DD_10m.bin
        10.00
11
0
Type of measurement (0=app. resistivity,1=resistance)
1
6915
 2
0
4  440.00  0.00 460.00  0.00 300.00  0.00 320.00  0.00 -0.03164 
4  440.00  0.00 460.00  0.00 320.00  0.00 340.00  0.00 -0.04109 
4  440.00  0.00 460.00  0.00 340.00  0.00 360.00  0.00 -0.04909 
4  440.00  0.00 460.00  0.00 360.00  0.00 380.00  0.00 -0.06961 
4  440.00  0.00 460.00  0.00 380.00  0.00 400.00  0.00 -0.14707 
4  440.00  0.00 460.00  0.00 400.00  0.00 420.00  0.00 -0.74196 
4  340.00  0.00 440.00  0.00 40.00  0.00 140.00  0.00 -0.09425 
4  340.00  0.00 440.00  0.00 140.00  0.00 240.00  0.00 -0.44871 
4  360.00  0.00 440.00  0.00 40.00  0.00 120.00  0.00 -0.04004 
4  360.00  0.00 440.00  0.00 120.00  0.00 200.00  0.00 -0.12071 
4  360.00  0.00 440.00  0.00 200.00  0.00 280.00  0.00 -0.51178 
4  380.00  0.00 440.00  0.00 20.00  0.00 80.00  0.00 -0.01201 
4  380.00  0.00 440.00  0.00 80.00  0.00 140.00  0.00 -0.02544 
4  380.00  0.00 440.00  0.00 140.00  0.00 200.00  0.00 -0.06042 
4  380.00  0.00 440.00  0.00 200.00  0.00 260.00  0.00 -0.16856 
4  380.00  0.00 440.00  0.00 260.00  0.00 320.00  0.00 -0.52697 
4  400.00  0.00 440.00  0.00 40.00  0.00 80.00  0.00 -0.00529 
4  400.00  0.00 440.00  0.00 80.00  0.00 120.00  0.00 -0.00854 
4  400.00  0.00 440.00  0.00 120.00  0.00 160.00  0.00 -0.01472 
4  400.00  0.00 440.00  0.00 160.00  0.00 200.00  0.00 -0.02563 
4  400.00  0.00 440.00  0.00 200.00  0.00 240.00  0.00 -0.05173 
4  400.00  0.00 440.00  0.00 240.00  0.00 280.00  0.00 -0.10553 
4  400.00  0.00 440.00  0.00 280.00  0.00 320.00  0.00 -0.21062 
4  400.00  0.00 440.00  0.00 320.00  0.00 360.00  0.00 -0.47190 
4  420.00  0.00 440.00  0.00 240.00  0.00 260.00  0.00 -0.01784 
4  420.00  0.00 440.00  0.00 260.00  0.00 280.00  0.00 -0.02630 
4  420.00  0.00 440.00  0.00 280.00  0.00 300.00  0.00 -0.03504 
4  420.00  0.00 440.00  0.00 300.00  0.00 320.00  0.00 -0.04992 
4  420.00  0.00 440.00  0.00 320.00  0.00 340.00  0.00 -0.06886 
4  420.00  0.00 440.00  0.00 340.00  0.00 360.00  0.00 -0.09318 
4  420.00  0.00 440.00  0.00 360.00  0.00 380.00  0.00 -0.18040 
4  420.00  0.00 440.00  0.00 380.00  0.00 400.00  0.00 -0.72677 
4  320.00  0.00 420.00  0.00 20.00  0.00 120.00  0.00 -0.10535 
4  320.00  0.00 420.00  0.00 120.00  0.00 220.00  0.00 -0.47800 
4  340.00  0.00 420.00  0.00 20.00  0.00 100.00  0.00 -0.04663 
4  340.00  0.00 420.00  0.00 100.00  0.00 180.00  0.00 -0.13370 
4  340.00  0.00 420.00  0.00 180.00  0.00 260.00  0.00 -0.55242 
4  360.00  0.00 420.00  0.00 0.00  0.00 60.00  0.00 -0.01394 
4  360.00  0.00 420.00  0.00 60.00  0.00 120.00  0.00 -0.02847 
4  360.00  0.00 420.00  0.00 120.00  0.00 180.00  0.00 -0.06434 
4  360.00  0.00 420.00  0.00 180.00  0.00 240.00  0.00 -0.17776 
4  360.00  0.00 420.00  0.00 240.00  0.00 300.00  0.00 -0.58504 
4  380.00  0.00 420.00  0.00 20.00  0.00 60.00  0.00 -0.00524 
4  380.00  0.00 420.00  0.00 60.00  0.00 100.00  0.00 -0.00899 
4  380.00  0.00 420.00  0.00 100.00  0.00 140.00  0.00 -0.01382 
4  380.00  0.00 420.00  0.00 140.00  0.00 180.00  0.00 -0.02564 
4  380.00  0.00 420.00  0.00 180.00  0.00 220.00  0.00 -0.04981 
4  380.00  0.00 420.00  0.00 220.00  0.00 260.00  0.00 -0.09913 
4  380.00  0.00 420.00  0.00 260.00  0.00 300.00  0.00 -0.21587 
4  380.00  0.00 420.00  0.00 300.00  0.00 340.00  0.00 -0.54423 
4  400.00  0.00 420.00  0.00 220.00  0.00 240.00  0.00 -0.01718 
4  400.00  0.00 420.00  0.00 240.00  0.00 260.00  0.00 -0.02466 
4  400.00  0.00 420.00  0.00 260.00  0.00 280.00  0.00 -0.03708 
4  400.00  0.00 420.00  0.00 280.00  0.00 300.00  0.00 -0.05063 
4  400.00  0.00 420.00  0.00 300.00  0.00 320.00  0.00 -0.07579 
4  400.00  0.00 420.00  0.00 320.00  0.00 340.00  0.00 -0.11399 
4  400.00  0.00 420.00  0.00 340.00  0.00 360.00  0.00 -0.19656 
4  400.00  0.00 420.00  0.00 360.00  0.00 380.00  0.00 -0.71286 
4  300.00  0.00 400.00  0.00 0.00  0.00 100.00  0.00 -0.11392 
4  300.00  0.00 400.00  0.00 100.00  0.00 200.00  0.00 -0.46257 
4  320.00  0.00 400.00  0.00 0.00  0.00 80.00  0.00 -0.05250 
4  320.00  0.00 400.00  0.00 80.00  0.00 160.00  0.00 -0.15186 
4  320.00  0.00 400.00  0.00 160.00  0.00 240.00  0.00 -0.58483 
4  340.00  0.00 400.00  0.00 40.00  0.00 100.00  0.00 -0.03400 
4  340.00  0.00 400.00  0.00 100.00  0.00 160.00  0.00 -0.07441 
4  340.00  0.00 400.00  0.00 160.00  0.00 220.00  0.00 -0.19692 
4  340.00  0.00 400.00  0.00 220.00  0.00 280.00  0.00 -0.67299 
4  360.00  0.00 400.00  0.00 0.00  0.00 40.00  0.00 -0.00633 
4  360.00  0.00 400.00  0.00 40.00  0.00 80.00  0.00 -0.00972 
4  360.00  0.00 400.00  0.00 80.00  0.00 120.00  0.00 -0.01642 
4  360.00  0.00 400.00  0.00 120.00  0.00 160.00  0.00 -0.02882 
4  360.00  0.00 400.00  0.00 160.00  0.00 200.00  0.00 -0.05145 
4  360.00  0.00 400.00  0.00 200.00  0.00 240.00  0.00 -0.10894 
4  360.00  0.00 400.00  0.00 240.00  0.00 280.00  0.00 -0.24574 
4  360.00  0.00 400.00  0.00 280.00  0.00 320.00  0.00 -0.64732 
4  380.00  0.00 400.00  0.00 200.00  0.00 220.00  0.00 -0.01697 
4  380.00  0.00 400.00  0.00 220.00  0.00 240.00  0.00 -0.02333 
4  380.00  0.00 400.00  0.00 240.00  0.00 260.00  0.00 -0.03413 
4  380.00  0.00 400.00  0.00 260.00  0.00 280.00  0.00 -0.05278 
4  380.00  0.00 400.00  0.00 280.00  0.00 300.00  0.00 -0.07527 
4  380.00  0.00 400.00  0.00 300.00  0.00 320.00  0.00 -0.12406 
4  380.00  0.00 400.00  0.00 320.00  0.00 340.00  0.00 -0.22990 
4  380.00  0.00 400.00  0.00 340.00  0.00 360.00  0.00 -0.75919 
4  280.00  0.00 380.00  0.00 80.00  0.00 180.00  0.00 -0.43265 
4  300.00  0.00 380.00  0.00 60.00  0.00 140.00  0.00 -0.15189 
4  300.00  0.00 380.00  0.00 140.00  0.00 220.00  0.00 -0.57815 
4  320.00  0.00 380.00  0.00 20.00  0.00 80.00  0.00 -0.03709 
4  320.00  0.00 380.00  0.00 80.00  0.00 140.00  0.00 -0.08270 
4  320.00  0.00 380.00  0.00 140.00  0.00 200.00  0.00 -0.21210 
4  320.00  0.00 380.00  0.00 200.00  0.00 260.00  0.00 -0.71669 
4  340.00  0.00 380.00  0.00 20.00  0.00 60.00  0.00 -0.01164 
4  340.00  0.00 380.00  0.00 60.00  0.00 100.00  0.00 -0.02047 
4  340.00  0.00 380.00  0.00 100.00  0.00 140.00  0.00 -0.03239 
4  340.00  0.00 380.00  0.00 140.00  0.00 180.00  0.00 -0.06174 
4  340.00  0.00 380.00  0.00 180.00  0.00 220.00  0.00 -0.12641 
4  340.00  0.00 380.00  0.00 220.00  0.00 260.00  0.00 -0.27715 
4  340.00  0.00 380.00  0.00 260.00  0.00 300.00  0.00 -0.77090 
4  360.00  0.00 380.00  0.00 180.00  0.00 200.00  0.00 -0.01897 
4  360.00  0.00 380.00  0.00 200.00  0.00 220.00  0.00 -0.02855 
4  360.00  0.00 380.00  0.00 220.00  0.00 240.00  0.00 -0.03996 
4  360.00  0.00 380.00  0.00 240.00  0.00 260.00  0.00 -0.06051 
4  360.00  0.00 380.00  0.00 260.00  0.00 280.00  0.00 -0.09818 
