x	z
0	23.0923
12.53017915	19.6557
23.65608575	19.8709
28.25104274	19.1731
38.5852823	19.5296
54.73023538	11.5573
76.98097885	12.8713
101.6979833	13.3303
114.685278	11.4843
127.5783235	11.5274
139.8692844	14.8261
152.983908	13.0619
164.9168466	10.1617
179.3077594	2.2184
191.7920633	0.4188
203.8896441	0
