Project15	Dipole-Dipole_1								
5									
11									
3									
Type	of	measurement	"(0=app.resistivity,1=resistance)"						
4	95	0	90	0	45	0	50	0	0.0802987
4	130	0	125	0	85	0	90	0	0.080361
4	180	0	160	0	20	0	40	0	0.0804499
4	170	0	150	0	10	0	30	0	0.080833
4	130	0	125	0	85	0	90	0	0.080938
4	370	0	360	0	280	0	290	0	0.080949
4	400	0	390	0	300	0	310	0	0.0810986
4	350	0	340	0	270	0	280	0	0.0811813
4	290	0	260	0	170	0	200	0	0.0813171
4	165	0	160	0	115	0	120	0	0.0827613
4	160	0	150	0	70	0	80	0	0.0828648
4	165	0	160	0	115	0	120	0	0.0830059
4	160	0	150	0	70	0	80	0	0.0832609
4	240	0	200	0	40	0	80	0	0.0836151
4	360	0	355	0	310	0	315	0	0.0836686
4	270	0	230	0	110	0	150	0	0.0838522
4	160	0	155	0	110	0	115	0	0.0839228
4	270	0	265	0	230	0	235	0	0.0841439
4	270	0	230	0	110	0	150	0	0.0846227
4	160	0	155	0	110	0	115	0	0.0846437
4	240	0	200	0	40	0	80	0	0.0846889
4	330	0	300	0	210	0	240	0	0.0847938
4	135	0	130	0	90	0	95	0	0.0851453
4	200	0	190	0	120	0	130	0	0.0852176
4	135	0	130	0	90	0	95	0	0.0852482
4	220	0	210	0	150	0	160	0	0.0857595
4	80	0	75	0	30	0	35	0	0.0858738
4	55	0	50	0	10	0	15	0	0.0860492
4	220	0	210	0	150	0	160	0	0.0863434
4	85	0	80	0	35	0	40	0	0.0864207
4	330	0	320	0	260	0	270	0	0.0864777
4	220	0	200	0	100	0	120	0	0.0864893
4	80	0	75	0	30	0	35	0	0.0864953
4	55	0	50	0	10	0	15	0	0.0865017
4	85	0	80	0	35	0	40	0	0.0866932
4	310	0	300	0	240	0	250	0	0.0868474
4	370	0	365	0	320	0	325	0	0.0871209
4	270	0	260	0	200	0	210	0	0.0874621
4	200	0	180	0	60	0	80	0	0.087799
4	200	0	180	0	60	0	80	0	0.08821
4	75	0	70	0	25	0	30	0	0.0883375
4	260	0	210	0	60	0	110	0	0.0884229
4	200	0	190	0	120	0	130	0	0.0884547
4	65	0	60	0	20	0	25	0	0.0885553
4	75	0	70	0	25	0	30	0	0.0886443
4	125	0	120	0	80	0	85	0	0.0887662
4	65	0	60	0	20	0	25	0	0.088783
4	170	0	165	0	120	0	125	0	0.0890009
4	125	0	120	0	80	0	85	0	0.0890832
4	100	0	95	0	50	0	55	0	0.0896184
4	170	0	165	0	120	0	125	0	0.0896572
4	170	0	160	0	90	0	100	0	0.0897362
4	270	0	240	0	150	0	180	0	0.0898794
4	120	0	115	0	75	0	80	0	0.0900898
4	170	0	160	0	90	0	100	0	0.0901504
4	220	0	200	0	100	0	120	0	0.0902875
4	260	0	210	0	60	0	110	0	0.0907638
4	120	0	115	0	75	0	80	0	0.0912105
4	180	0	175	0	130	0	135	0	0.0914315
4	190	0	185	0	140	0	145	0	0.0916925
4	175	0	170	0	125	0	130	0	0.091754
4	380	0	340	0	220	0	260	0	0.091819
4	175	0	170	0	125	0	130	0	0.0921238
4	180	0	175	0	130	0	135	0	0.0921883
4	130	0	120	0	50	0	60	0	0.0923165
4	260	0	220	0	100	0	140	0	0.0924022
4	140	0	135	0	95	0	100	0	0.0924354
4	130	0	120	0	50	0	60	0	0.0925378
4	185	0	180	0	135	0	140	0	0.0928019
4	185	0	180	0	135	0	140	0	0.0928798
4	110	0	105	0	65	0	70	0	0.0929413
4	310	0	305	0	265	0	270	0	0.0929907
4	140	0	135	0	95	0	100	0	0.0931049
4	190	0	185	0	140	0	145	0	0.0932011
4	285	0	280	0	245	0	250	0	0.0932141
4	260	0	220	0	100	0	140	0	0.0935449
4	190	0	180	0	110	0	120	0	0.0936267
4	315	0	310	0	270	0	275	0	0.093678
4	190	0	180	0	110	0	120	0	0.0942651
4	110	0	105	0	65	0	70	0	0.0943638
4	280	0	250	0	160	0	190	0	0.0944338
4	390	0	380	0	300	0	310	0	0.0945613
4	210	0	190	0	90	0	110	0	0.0945656
4	305	0	300	0	255	0	260	0	0.0945936
4	140	0	130	0	60	0	70	0	0.0947511
4	180	0	170	0	100	0	110	0	0.0948142
4	140	0	130	0	60	0	70	0	0.0948195
4	145	0	140	0	100	0	105	0	0.0949052
4	380	0	360	0	260	0	280	0	0.0951361
4	45	0	40	0	0	0	5	0	0.0951823
4	210	0	190	0	90	0	110	0	0.0953243
4	280	0	250	0	160	0	190	0	0.0955309
4	145	0	140	0	100	0	105	0	0.0955481
4	180	0	170	0	100	0	110	0	0.0961628
4	45	0	40	0	0	0	5	0	0.096168
4	120	0	110	0	40	0	50	0	0.0964602
4	120	0	110	0	40	0	50	0	0.0969623
4	50	0	45	0	5	0	10	0	0.0972412
4	50	0	45	0	5	0	10	0	0.0974897
4	290	0	270	0	210	0	230	0	0.0975343
4	200	0	195	0	155	0	160	0	0.0978026
4	340	0	310	0	220	0	250	0	0.0978991
4	360	0	350	0	280	0	290	0	0.0981764
4	140	0	120	0	0	0	20	0	0.0983748
4	115	0	110	0	70	0	75	0	0.0987718
4	115	0	110	0	70	0	75	0	0.0993453
4	260	0	255	0	225	0	230	0	0.0995324
4	140	0	120	0	0	0	20	0	0.0995518
4	240	0	220	0	140	0	160	0	0.100205
4	200	0	195	0	155	0	160	0	0.100221
4	160	0	150	0	80	0	90	0	0.100322
4	160	0	150	0	80	0	90	0	0.100705
4	280	0	270	0	230	0	240	0	0.100826
4	270	0	240	0	150	0	180	0	0.101063
4	250	0	245	0	215	0	220	0	0.101212
4	240	0	230	0	180	0	190	0	0.101441
4	335	0	330	0	285	0	290	0	0.101855
4	70	0	65	0	25	0	30	0	0.102006
4	330	0	325	0	280	0	285	0	0.10208
4	105	0	100	0	60	0	65	0	0.102177
4	240	0	220	0	140	0	160	0	0.102182
4	105	0	100	0	60	0	65	0	0.102366
4	100	0	95	0	55	0	60	0	0.102405
4	240	0	230	0	180	0	190	0	0.102778
4	70	0	65	0	25	0	30	0	0.102822
4	380	0	370	0	290	0	300	0	0.102989
4	355	0	350	0	305	0	310	0	0.103172
4	230	0	200	0	80	0	110	0	0.103706
4	95	0	90	0	50	0	55	0	0.105236
4	150	0	145	0	105	0	110	0	0.105465
4	150	0	145	0	105	0	110	0	0.10589
4	255	0	250	0	220	0	225	0	0.106043
4	190	0	170	0	50	0	70	0	0.106089
4	80	0	70	0	0	0	10	0	0.106104
4	400	0	360	0	280	0	320	0	0.106344
4	150	0	140	0	70	0	80	0	0.106346
4	400	0	390	0	310	0	320	0	0.106454
4	150	0	140	0	70	0	80	0	0.106475
4	80	0	70	0	0	0	10	0	0.106709
4	90	0	85	0	45	0	50	0	0.106774
4	95	0	90	0	50	0	55	0	0.106807
4	100	0	90	0	20	0	30	0	0.107051
4	110	0	100	0	30	0	40	0	0.107093
4	100	0	90	0	20	0	30	0	0.107111
4	190	0	170	0	50	0	70	0	0.10714
4	90	0	80	0	10	0	20	0	0.107358
4	110	0	100	0	30	0	40	0	0.107585
4	90	0	85	0	45	0	50	0	0.107666
4	60	0	55	0	15	0	20	0	0.107848
4	245	0	240	0	210	0	215	0	0.108049
4	60	0	55	0	15	0	20	0	0.10816
4	90	0	80	0	10	0	20	0	0.108174
4	230	0	190	0	30	0	70	0	0.109087
4	210	0	180	0	30	0	60	0	0.10917
4	210	0	180	0	30	0	60	0	0.109403
4	100	0	95	0	55	0	60	0	0.109546
4	230	0	190	0	30	0	70	0	0.109595
4	230	0	200	0	80	0	110	0	0.109846
4	150	0	130	0	10	0	30	0	0.110081
4	155	0	150	0	110	0	115	0	0.110457
4	155	0	150	0	110	0	115	0	0.110633
4	195	0	190	0	150	0	155	0	0.110672
4	150	0	130	0	10	0	30	0	0.110898
4	195	0	190	0	150	0	155	0	0.111639
4	265	0	260	0	230	0	235	0	0.112336
4	290	0	270	0	210	0	230	0	0.112598
4	85	0	80	0	40	0	45	0	0.114315
4	250	0	210	0	90	0	130	0	0.11433
4	230	0	220	0	170	0	180	0	0.114369
4	230	0	220	0	170	0	180	0	0.115032
4	85	0	80	0	40	0	45	0	0.11523
4	200	0	180	0	80	0	100	0	0.115448
4	260	0	230	0	140	0	170	0	0.115661
4	250	0	210	0	90	0	130	0	0.115806
4	210	0	200	0	140	0	150	0	0.116081
4	75	0	70	0	30	0	35	0	0.116194
4	260	0	230	0	140	0	170	0	0.116542
4	80	0	75	0	35	0	40	0	0.116693
4	75	0	70	0	30	0	35	0	0.11721
4	280	0	260	0	200	0	220	0	0.117345
4	200	0	180	0	80	0	100	0	0.117462
4	80	0	75	0	35	0	40	0	0.117665
4	260	0	250	0	210	0	220	0	0.117904
4	180	0	160	0	40	0	60	0	0.118046
4	130	0	125	0	90	0	95	0	0.11821
4	130	0	125	0	90	0	95	0	0.11829
4	180	0	160	0	40	0	60	0	0.118412
4	210	0	200	0	140	0	150	0	0.118482
4	260	0	250	0	210	0	220	0	0.118789
4	340	0	330	0	270	0	280	0	0.119272
4	360	0	355	0	315	0	320	0	0.120176
4	170	0	165	0	125	0	130	0	0.120378
4	170	0	165	0	125	0	130	0	0.120851
4	160	0	140	0	20	0	40	0	0.121226
4	165	0	160	0	120	0	125	0	0.121287
4	165	0	160	0	120	0	125	0	0.121368
4	160	0	140	0	20	0	40	0	0.122298
4	300	0	280	0	220	0	240	0	0.12298
4	300	0	280	0	220	0	240	0	0.124595
4	230	0	210	0	130	0	150	0	0.124703
4	185	0	180	0	140	0	145	0	0.124785
4	390	0	350	0	230	0	270	0	0.124969
4	170	0	150	0	30	0	50	0	0.125168
4	350	0	320	0	230	0	260	0	0.12527
4	170	0	150	0	30	0	50	0	0.125313
4	230	0	210	0	130	0	150	0	0.125491
4	125	0	120	0	85	0	90	0	0.125597
4	185	0	180	0	140	0	145	0	0.12577
4	125	0	120	0	85	0	90	0	0.125779
4	130	0	120	0	60	0	70	0	0.126087
4	160	0	155	0	115	0	120	0	0.126378
4	365	0	360	0	315	0	320	0	0.12694
4	160	0	155	0	115	0	120	0	0.126947
4	200	0	190	0	130	0	140	0	0.127117
4	200	0	190	0	130	0	140	0	0.127177
4	130	0	120	0	60	0	70	0	0.127186
4	350	0	345	0	300	0	305	0	0.127381
4	325	0	320	0	280	0	285	0	0.129333
4	270	0	260	0	220	0	230	0	0.1301
4	70	0	60	0	0	0	10	0	0.130152
4	390	0	380	0	310	0	320	0	0.130169
4	220	0	190	0	70	0	100	0	0.130179
4	70	0	60	0	0	0	10	0	0.130199
4	320	0	315	0	275	0	280	0	0.13021
4	220	0	190	0	70	0	100	0	0.130372
4	375	0	370	0	325	0	330	0	0.130653
4	180	0	175	0	135	0	140	0	0.131191
4	60	0	55	0	20	0	25	0	0.13135
4	180	0	175	0	135	0	140	0	0.131667
4	120	0	115	0	80	0	85	0	0.131794
4	310	0	300	0	250	0	260	0	0.131807
4	310	0	305	0	270	0	275	0	0.131829
4	120	0	115	0	80	0	85	0	0.131841
4	190	0	185	0	145	0	150	0	0.131944
4	200	0	170	0	20	0	50	0	0.132004
4	200	0	170	0	20	0	50	0	0.132224
4	60	0	55	0	20	0	25	0	0.132339
4	390	0	385	0	340	0	345	0	0.132813
4	190	0	185	0	145	0	150	0	0.133143
4	350	0	330	0	250	0	270	0	0.133478
4	50	0	45	0	10	0	15	0	0.133603
4	50	0	45	0	10	0	15	0	0.13401
4	280	0	260	0	200	0	220	0	0.134058
4	135	0	130	0	95	0	100	0	0.134253
4	175	0	170	0	130	0	135	0	0.134969
4	340	0	335	0	290	0	295	0	0.134977
4	135	0	130	0	95	0	100	0	0.135067
4	355	0	350	0	310	0	315	0	0.135795
4	150	0	140	0	80	0	90	0	0.135864
4	175	0	170	0	130	0	135	0	0.135989
4	115	0	110	0	75	0	80	0	0.136003
4	380	0	375	0	330	0	335	0	0.13627
4	115	0	110	0	75	0	80	0	0.13638
4	150	0	140	0	80	0	90	0	0.136497
4	200	0	195	0	160	0	165	0	0.137547
4	105	0	100	0	65	0	70	0	0.137707
4	300	0	290	0	230	0	240	0	0.137934
4	240	0	235	0	205	0	210	0	0.138006
4	270	0	250	0	190	0	210	0	0.138082
4	105	0	100	0	65	0	70	0	0.138795
4	120	0	110	0	50	0	60	0	0.139698
4	250	0	200	0	50	0	100	0	0.13978
4	200	0	195	0	160	0	165	0	0.140211
4	385	0	380	0	335	0	340	0	0.140246
4	120	0	110	0	50	0	60	0	0.140248
4	70	0	65	0	30	0	35	0	0.140858
4	70	0	65	0	30	0	35	0	0.141057
4	270	0	250	0	190	0	210	0	0.141481
4	160	0	150	0	90	0	100	0	0.141644
4	160	0	150	0	90	0	100	0	0.141768
4	390	0	370	0	270	0	290	0	0.142055
4	170	0	160	0	100	0	110	0	0.142623
4	170	0	160	0	100	0	110	0	0.143162
4	45	0	40	0	5	0	10	0	0.143767
4	45	0	40	0	5	0	10	0	0.144108
4	365	0	360	0	320	0	325	0	0.144659
4	270	0	260	0	220	0	230	0	0.144725
4	140	0	130	0	70	0	80	0	0.144839
4	140	0	130	0	70	0	80	0	0.144896
4	65	0	60	0	25	0	30	0	0.144924
4	100	0	95	0	60	0	65	0	0.1458
4	65	0	60	0	25	0	30	0	0.145941
4	250	0	200	0	50	0	100	0	0.146038
4	190	0	160	0	10	0	40	0	0.146086
4	140	0	135	0	100	0	105	0	0.146106
4	90	0	85	0	50	0	55	0	0.146155
4	100	0	95	0	60	0	65	0	0.146335
4	140	0	135	0	100	0	105	0	0.146513
4	190	0	160	0	10	0	40	0	0.146563
4	145	0	140	0	105	0	110	0	0.14672
4	145	0	140	0	105	0	110	0	0.146906
4	250	0	220	0	130	0	160	0	0.147516
4	250	0	220	0	130	0	160	0	0.147726
4	280	0	270	0	230	0	240	0	0.147974
4	220	0	180	0	20	0	60	0	0.14853
4	110	0	105	0	70	0	75	0	0.148772
4	95	0	90	0	55	0	60	0	0.148975
4	95	0	90	0	55	0	60	0	0.149163
4	220	0	180	0	20	0	60	0	0.149305
4	360	0	355	0	320	0	325	0	0.149488
4	400	0	390	0	320	0	330	0	0.149535
4	40	0	35	0	0	0	5	0	0.149678
4	180	0	150	0	0	0	30	0	0.149763
4	40	0	35	0	0	0	5	0	0.149847
4	180	0	150	0	0	0	30	0	0.149951
4	110	0	105	0	70	0	75	0	0.1504
4	90	0	85	0	50	0	55	0	0.151361
4	290	0	285	0	240	0	245	0	0.151613
4	300	0	295	0	260	0	265	0	0.152092
4	370	0	360	0	290	0	300	0	0.153729
4	380	0	370	0	300	0	310	0	0.153784
4	130	0	110	0	10	0	30	0	0.153998
4	220	0	210	0	160	0	170	0	0.154063
4	220	0	210	0	160	0	170	0	0.154201
4	130	0	110	0	10	0	30	0	0.154368
4	190	0	180	0	120	0	130	0	0.154534
4	350	0	345	0	305	0	310	0	0.154885
4	190	0	180	0	120	0	130	0	0.155265
4	250	0	240	0	200	0	210	0	0.155425
4	110	0	100	0	40	0	50	0	0.155444
4	110	0	100	0	40	0	50	0	0.155466
4	250	0	240	0	200	0	210	0	0.156265
4	310	0	290	0	230	0	250	0	0.156951
4	345	0	340	0	295	0	300	0	0.157037
4	180	0	170	0	110	0	120	0	0.157181
4	180	0	170	0	110	0	120	0	0.157417
4	90	0	80	0	20	0	30	0	0.158138
4	55	0	50	0	15	0	20	0	0.158356
4	55	0	50	0	15	0	20	0	0.158622
4	120	0	100	0	0	0	20	0	0.158942
4	260	0	240	0	180	0	200	0	0.159184
4	90	0	80	0	20	0	30	0	0.159507
4	235	0	230	0	200	0	205	0	0.159842
4	120	0	100	0	0	0	20	0	0.160136
4	330	0	325	0	285	0	290	0	0.161742
4	260	0	240	0	180	0	200	0	0.161777
4	100	0	90	0	30	0	40	0	0.161994
4	150	0	145	0	110	0	115	0	0.162144
4	190	0	170	0	70	0	90	0	0.162328
4	100	0	90	0	30	0	40	0	0.162379
4	190	0	170	0	70	0	90	0	0.162463
4	150	0	145	0	110	0	115	0	0.162712
4	370	0	365	0	325	0	330	0	0.162867
4	80	0	75	0	40	0	45	0	0.162986
4	80	0	75	0	40	0	45	0	0.163113
4	80	0	70	0	10	0	20	0	0.164415
4	140	0	120	0	20	0	40	0	0.164495
4	80	0	70	0	10	0	20	0	0.164647
4	140	0	120	0	20	0	40	0	0.164773
4	75	0	70	0	35	0	40	0	0.166393
4	75	0	70	0	35	0	40	0	0.16665
4	85	0	80	0	45	0	50	0	0.166784
4	395	0	390	0	345	0	350	0	0.167217
4	85	0	80	0	45	0	50	0	0.167278
4	335	0	330	0	290	0	295	0	0.16809
4	220	0	200	0	120	0	140	0	0.168515
4	375	0	370	0	330	0	335	0	0.170844
4	155	0	150	0	115	0	120	0	0.172255
4	155	0	150	0	115	0	120	0	0.17258
4	220	0	200	0	120	0	140	0	0.172857
4	165	0	160	0	125	0	130	0	0.173979
4	165	0	160	0	125	0	130	0	0.174326
4	240	0	200	0	80	0	120	0	0.175142
4	315	0	310	0	275	0	280	0	0.176921
4	270	0	265	0	235	0	240	0	0.178813
4	320	0	310	0	260	0	270	0	0.179427
4	180	0	160	0	60	0	80	0	0.179529
4	180	0	160	0	60	0	80	0	0.180044
4	210	0	180	0	60	0	90	0	0.1805
4	210	0	180	0	60	0	90	0	0.180543
4	195	0	190	0	155	0	160	0	0.180964
4	400	0	395	0	350	0	355	0	0.181154
4	195	0	190	0	155	0	160	0	0.182906
4	150	0	130	0	30	0	50	0	0.183011
4	150	0	130	0	30	0	50	0	0.183025
4	240	0	200	0	80	0	120	0	0.183331
4	290	0	280	0	240	0	250	0	0.184757
4	170	0	150	0	50	0	70	0	0.185494
4	180	0	175	0	140	0	145	0	0.186077
4	170	0	150	0	50	0	70	0	0.186102
4	180	0	175	0	140	0	145	0	0.18659
4	210	0	170	0	10	0	50	0	0.186755
4	360	0	340	0	260	0	280	0	0.186826
4	240	0	190	0	40	0	90	0	0.186933
4	240	0	190	0	40	0	90	0	0.187196
4	210	0	170	0	10	0	50	0	0.187803
4	240	0	210	0	120	0	150	0	0.187892
4	240	0	210	0	120	0	150	0	0.18864
4	170	0	165	0	130	0	135	0	0.188688
4	290	0	280	0	240	0	250	0	0.189503
4	185	0	180	0	145	0	150	0	0.189525
4	185	0	180	0	145	0	150	0	0.189967
4	170	0	165	0	130	0	135	0	0.19053
4	160	0	155	0	120	0	125	0	0.191359
4	160	0	140	0	40	0	60	0	0.191461
4	360	0	330	0	240	0	270	0	0.191534
4	160	0	140	0	40	0	60	0	0.192199
4	160	0	155	0	120	0	125	0	0.192347
4	390	0	385	0	345	0	350	0	0.192438
4	360	0	350	0	290	0	300	0	0.194997
4	390	0	380	0	320	0	330	0	0.195552
4	350	0	340	0	280	0	290	0	0.198053
4	190	0	185	0	150	0	155	0	0.199125
4	190	0	185	0	150	0	155	0	0.199558
4	210	0	190	0	110	0	130	0	0.200872
4	210	0	190	0	110	0	130	0	0.201898
4	240	0	230	0	190	0	200	0	0.201985
4	330	0	320	0	270	0	280	0	0.203084
4	240	0	230	0	190	0	200	0	0.203707
4	140	0	130	0	80	0	90	0	0.204323
4	175	0	170	0	135	0	140	0	0.204575
4	140	0	130	0	80	0	90	0	0.204761
4	125	0	120	0	90	0	95	0	0.204783
4	175	0	170	0	135	0	140	0	0.204966
4	125	0	120	0	90	0	95	0	0.205112
4	120	0	115	0	85	0	90	0	0.2055
4	120	0	115	0	85	0	90	0	0.205731
4	200	0	160	0	0	0	40	0	0.20682
4	200	0	160	0	0	0	40	0	0.207311
4	120	0	110	0	60	0	70	0	0.207342
4	120	0	110	0	60	0	70	0	0.207845
4	400	0	380	0	280	0	300	0	0.208353
4	355	0	350	0	315	0	320	0	0.208767
4	55	0	50	0	20	0	25	0	0.209149
4	55	0	50	0	20	0	25	0	0.209443
4	60	0	50	0	0	0	10	0	0.209607
4	130	0	120	0	70	0	80	0	0.209989
4	60	0	50	0	0	0	10	0	0.209999
4	340	0	335	0	295	0	300	0	0.210159
4	130	0	125	0	95	0	100	0	0.210273
4	150	0	140	0	90	0	100	0	0.210626
4	150	0	140	0	90	0	100	0	0.21075
4	130	0	125	0	95	0	100	0	0.210775
4	130	0	120	0	70	0	80	0	0.211343
4	350	0	345	0	310	0	315	0	0.211799
4	230	0	190	0	70	0	110	0	0.211905
4	95	0	90	0	60	0	65	0	0.212168
4	230	0	190	0	70	0	110	0	0.213572
4	300	0	250	0	150	0	200	0	0.213704
4	345	0	340	0	300	0	305	0	0.213992
4	95	0	90	0	60	0	65	0	0.214089
4	65	0	60	0	30	0	35	0	0.214232
4	70	0	65	0	35	0	40	0	0.216722
4	380	0	375	0	335	0	340	0	0.216832
4	65	0	60	0	30	0	35	0	0.216887
4	70	0	65	0	35	0	40	0	0.217562
4	100	0	95	0	65	0	70	0	0.2179
4	70	0	60	0	10	0	20	0	0.218727
4	115	0	110	0	80	0	85	0	0.218869
4	100	0	95	0	65	0	70	0	0.219151
4	45	0	40	0	10	0	15	0	0.219299
4	45	0	40	0	10	0	15	0	0.21936
4	305	0	300	0	275	0	280	0	0.219399
4	115	0	110	0	80	0	85	0	0.219447
4	200	0	190	0	140	0	150	0	0.219483
4	200	0	180	0	100	0	120	0	0.219622
4	70	0	60	0	10	0	20	0	0.219929
4	210	0	200	0	150	0	160	0	0.220075
4	380	0	370	0	310	0	320	0	0.220303
4	325	0	320	0	285	0	290	0	0.220404
4	210	0	200	0	150	0	160	0	0.220669
4	200	0	180	0	100	0	120	0	0.22154
4	200	0	190	0	140	0	150	0	0.222425
4	395	0	390	0	350	0	355	0	0.223743
4	110	0	105	0	75	0	80	0	0.223906
4	300	0	250	0	150	0	200	0	0.224332
4	110	0	105	0	75	0	80	0	0.224469
4	90	0	85	0	55	0	60	0	0.224789
4	250	0	230	0	170	0	190	0	0.225349
4	385	0	380	0	340	0	345	0	0.225687
4	250	0	230	0	170	0	190	0	0.225789
4	200	0	170	0	50	0	80	0	0.226818
4	370	0	360	0	300	0	310	0	0.226893
4	285	0	280	0	250	0	255	0	0.226999
4	200	0	170	0	50	0	80	0	0.228116
4	245	0	240	0	215	0	220	0	0.22995
4	370	0	365	0	330	0	335	0	0.230119
4	200	0	195	0	165	0	170	0	0.231051
4	90	0	85	0	55	0	60	0	0.231186
4	295	0	290	0	265	0	270	0	0.23135
4	200	0	195	0	165	0	170	0	0.231589
4	300	0	290	0	250	0	260	0	0.232388
4	60	0	55	0	25	0	30	0	0.233944
4	60	0	55	0	25	0	30	0	0.234174
4	300	0	290	0	250	0	260	0	0.234261
4	300	0	260	0	180	0	220	0	0.236275
4	150	0	120	0	0	0	30	0	0.237493
4	300	0	260	0	180	0	220	0	0.238215
4	150	0	120	0	0	0	30	0	0.238319
4	135	0	130	0	100	0	105	0	0.239509
4	135	0	130	0	100	0	105	0	0.239697
4	320	0	280	0	200	0	240	0	0.23987
4	105	0	100	0	70	0	75	0	0.24003
4	105	0	100	0	70	0	75	0	0.240154
4	160	0	150	0	100	0	110	0	0.24189
4	290	0	240	0	140	0	190	0	0.241926
4	160	0	150	0	100	0	110	0	0.242039
4	110	0	100	0	50	0	60	0	0.243225
4	110	0	100	0	50	0	60	0	0.243973
4	270	0	265	0	240	0	245	0	0.244105
4	290	0	240	0	140	0	190	0	0.244304
4	250	0	245	0	220	0	225	0	0.246012
4	145	0	140	0	110	0	115	0	0.246699
4	145	0	140	0	110	0	115	0	0.247028
4	295	0	290	0	260	0	265	0	0.248431
4	35	0	30	0	0	0	5	0	0.248529
4	255	0	250	0	225	0	230	0	0.249064
4	40	0	35	0	5	0	10	0	0.249136
4	40	0	35	0	5	0	10	0	0.249243
4	35	0	30	0	0	0	5	0	0.249652
4	100	0	90	0	40	0	50	0	0.250147
4	320	0	315	0	280	0	285	0	0.250148
4	75	0	70	0	40	0	45	0	0.250513
4	140	0	135	0	105	0	110	0	0.250822
4	230	0	200	0	110	0	140	0	0.251398
4	140	0	135	0	105	0	110	0	0.251628
4	170	0	160	0	110	0	120	0	0.251994
4	100	0	90	0	40	0	50	0	0.252299
4	170	0	160	0	110	0	120	0	0.252347
4	75	0	70	0	40	0	45	0	0.252718
4	230	0	200	0	110	0	140	0	0.253253
4	85	0	80	0	50	0	55	0	0.253597
4	400	0	395	0	355	0	360	0	0.254167
4	80	0	75	0	45	0	50	0	0.255903
4	190	0	160	0	40	0	70	0	0.256072
4	190	0	160	0	40	0	70	0	0.256432
4	370	0	350	0	270	0	290	0	0.256781
4	80	0	75	0	45	0	50	0	0.256842
4	85	0	80	0	50	0	55	0	0.257636
4	230	0	220	0	180	0	190	0	0.258881
4	230	0	220	0	180	0	190	0	0.259703
4	230	0	180	0	30	0	80	0	0.259995
4	230	0	180	0	30	0	80	0	0.260223
4	190	0	170	0	90	0	110	0	0.26077
4	290	0	250	0	170	0	210	0	0.260811
4	80	0	70	0	20	0	30	0	0.261204
4	275	0	270	0	260	0	265	0	0.261346
4	80	0	70	0	20	0	30	0	0.261367
4	190	0	170	0	90	0	110	0	0.261476
4	90	0	80	0	30	0	40	0	0.262666
4	90	0	80	0	30	0	40	0	0.263399
4	400	0	390	0	330	0	340	0	0.263955
4	240	0	220	0	160	0	180	0	0.264839
4	240	0	220	0	160	0	180	0	0.265309
4	260	0	255	0	230	0	235	0	0.265335
4	310	0	305	0	275	0	280	0	0.265772
4	290	0	250	0	170	0	210	0	0.267661
4	160	0	130	0	10	0	40	0	0.267862
4	335	0	330	0	295	0	300	0	0.268744
4	160	0	130	0	10	0	40	0	0.268829
4	350	0	300	0	200	0	250	0	0.269641
4	50	0	45	0	15	0	20	0	0.271279
4	50	0	45	0	15	0	20	0	0.271388
4	180	0	160	0	80	0	100	0	0.272335
4	180	0	160	0	80	0	100	0	0.272849
4	345	0	340	0	305	0	310	0	0.273455
4	280	0	230	0	130	0	180	0	0.275005
4	180	0	170	0	120	0	130	0	0.275028
4	390	0	385	0	350	0	355	0	0.275379
4	180	0	170	0	120	0	130	0	0.276042
4	370	0	340	0	250	0	280	0	0.27677
4	280	0	230	0	130	0	180	0	0.277043
4	150	0	145	0	115	0	120	0	0.27929
4	330	0	325	0	290	0	295	0	0.279866
4	150	0	145	0	115	0	120	0	0.280031
4	170	0	140	0	20	0	50	0	0.280637
4	170	0	140	0	20	0	50	0	0.280888
4	355	0	350	0	320	0	325	0	0.281631
4	190	0	180	0	130	0	140	0	0.281652
4	180	0	150	0	30	0	60	0	0.281677
4	190	0	180	0	130	0	140	0	0.282003
4	330	0	290	0	210	0	250	0	0.28233
4	195	0	190	0	160	0	165	0	0.282345
4	195	0	190	0	160	0	165	0	0.282651
4	180	0	150	0	30	0	60	0	0.282977
4	360	0	310	0	210	0	260	0	0.28329
4	375	0	370	0	335	0	340	0	0.283422
4	130	0	110	0	30	0	50	0	0.284944
4	280	0	240	0	160	0	200	0	0.285244
4	300	0	290	0	230	0	240	0	0.286354
4	130	0	110	0	30	0	50	0	0.287057
4	140	0	120	0	40	0	60	0	0.289596
4	140	0	120	0	40	0	60	0	0.289645
4	275	0	270	0	255	0	260	0	0.290083
4	365	0	360	0	325	0	330	0	0.290476
4	155	0	150	0	120	0	125	0	0.292392
4	155	0	150	0	120	0	125	0	0.292749
4	220	0	180	0	60	0	100	0	0.293203
4	220	0	180	0	60	0	100	0	0.29421
4	165	0	160	0	130	0	135	0	0.295297
4	165	0	160	0	130	0	135	0	0.295988
4	340	0	335	0	300	0	305	0	0.297832
4	120	0	100	0	20	0	40	0	0.298101
4	240	0	235	0	210	0	215	0	0.298122
4	180	0	175	0	145	0	150	0	0.298592
4	150	0	130	0	50	0	70	0	0.298765
4	120	0	100	0	20	0	40	0	0.298919
4	150	0	130	0	50	0	70	0	0.29905
4	180	0	175	0	145	0	150	0	0.299555
4	220	0	190	0	100	0	130	0	0.300672
4	220	0	190	0	100	0	130	0	0.301041
4	290	0	285	0	260	0	265	0	0.30134
